Course Name,State,Tee Colour,Gender,Slope Rating,Course Rating,Par Total,Hole 1 Par,Hole 1 SI,Hole 2 Par,Hole 2 SI,Hole 3 Par,Hole 3 SI,Hole 4 Par,Hole 4 SI,Hole 5 Par,Hole 5 SI,Hole 6 Par,Hole 6 SI,Hole 7 Par,Hole 7 SI,Hole 8 Par,Hole 8 SI,Hole 9 Par,Hole 9 SI,Hole 10 Par,Hole 10 SI,Hole 11 Par,Hole 11 SI,Hole 12 Par,Hole 12 SI,Hole 13 Par,Hole 13 SI,Hole 14 Par,Hole 14 SI,Hole 15 Par,Hole 15 SI,Hole 16 Par,Hole 16 SI,Hole 17 Par,Hole 17 SI,Hole 18 Par,Hole 18 SI
Bankstown Golf Club,NSW,White,Male,122,70,71,4,12,5,5,3,17,4,4,4,6,5,14,3,13,4,7,4,10,4,1,3,11,5,15,3,16,5,2,3,18,4,3,4,8,4,9
Bankstown Golf Club,NSW,Red,Female,128,74,72,4,12,5,9,3,14,4,6,4,2,5,11,3,4,4,3,4,8,4,1,3,18,5,16,3,13,5,7,4,15,4,5,4,10,4,17
Bankstown Golf Club,NSW,Gold,Female,115,68.1,71,4,12,5,9,3,14,4,6,4,2,5,11,3,4,4,3,4,8,4,1,3,18,5,16,3,13,5,7,3,15,4,5,4,10,4,17
Murwillumbah Golf Club,NSW,Blue,Male,132,72,72,3,15,5,13,4,11,4,5,5,7,4,3,4,1,3,9,4,17,3,16,5,14,4,12,4,6,5,8,4,4,4,2,3,10,4,18
Murwillumbah Golf Club,NSW,White,Male,125,71,72,3,15,5,13,4,11,4,5,5,7,4,3,4,1,3,9,4,17,3,16,5,14,4,12,4,6,5,8,4,4,4,2,3,10,4,18
Murwillumbah Golf Club,NSW,Red,Female,125,74,72,3,17,5,7,4,11,4,13,5,1,4,3,4,5,3,15,4,9,3,18,5,8,4,12,4,14,5,2,4,4,4,6,3,16,4,10
Mullumbimby Golf Club,NSW,Men,Male,125,69.7,70,5,8,4,12,4,2,5,16,3,18,4,6,3,4,4,14,3,10,5,7,4,17,3,13,4,15,4,11,4,1,4,3,3,9,4,5
Mullumbimby Golf Club,NSW,Men,Female,133,75.6,70,5,8,4,12,4,2,5,16,3,18,4,6,3,4,4,14,3,10,5,7,4,17,3,13,4,15,4,11,4,1,4,3,3,9,4,5
Mullumbimby Golf Club,NSW,Ladies,Male,114,66.5,70,5,8,4,12,4,2,5,16,3,18,4,6,3,4,4,14,3,10,5,7,4,17,3,13,4,15,4,11,4,1,4,3,3,9,4,5
Mullumbimby Golf Club,NSW,Ladies,Female,120,71.4,70,5,8,4,12,4,2,5,16,3,18,4,6,3,4,4,14,3,10,5,7,4,17,3,13,4,15,4,11,4,1,4,3,3,9,4,5
Byron Bay Golf Club,NSW,Black,Male,137,74,72,4,1,4,12,4,8,4,5,3,16,5,11,4,3,3,18,5,9,4,4,4,7,3,14,5,6,5,10,4,15,4,13,3,17,4,2
Byron Bay Golf Club,NSW,White,Male,136,72,72,4,1,4,12,4,8,4,5,3,16,5,11,4,3,3,18,5,9,4,4,4,7,3,14,5,6,5,10,4,15,4,13,3,17,4,2
Byron Bay Golf Club,NSW,White TEMP,Male,134,71,72,4,1,4,12,4,8,4,5,3,16,5,11,4,3,3,18,5,9,4,4,4,7,3,14,5,6,5,10,4,15,4,13,3,17,4,2
Byron Bay Golf Club,NSW,White,Female,140,78.6,72,4,7,4,18,4,5,4,1,3,6,5,10,4,4,3,2,5,8,4,12,4,17,3,14,5,3,5,11,4,16,4,13,3,15,4,9
Byron Bay Golf Club,NSW,Red,Male,124,72,72,4,7,4,18,4,5,4,1,3,6,5,10,4,4,3,2,5,8,4,12,4,17,3,14,5,3,5,11,4,16,4,13,3,15,4,9
Byron Bay Golf Club,NSW,Red,Female,133,75,74,4,2,4,16,4,6,5,12,3,14,5,4,4,10,3,18,5,8,5,11,4,1,3,17,5,5,5,7,4,9,4,13,3,15,4,3
The Ridge,NSW,Black,Male,136,73,72,4,15,4,12,4,18,4,4,3,8,5,14,4,11,3,13,5,10,5,5,3,9,4,16,4,6,4,1,3,7,4,3,4,2,5,17
The Ridge,NSW,Blue,Male,130,71,72,4,15,4,12,4,18,4,4,3,8,5,14,4,11,3,13,5,10,5,5,3,9,4,16,4,6,4,1,3,7,4,3,4,2,5,17
The Ridge,NSW,Yellow,Male,127,70,72,4,15,4,14,4,18,4,3,3,6,5,7,4,10,3,12,5,13,5,5,3,11,4,16,4,8,4,1,3,9,4,4,4,2,5,17
The Ridge,NSW,Red,Female,130,73,73,4,13,4,8,4,17,4,3,3,14,5,6,4,9,3,12,5,5,5,1,3,10,4,16,4,7,4,2,3,11,4,4,5,18,5,15
The Ridge,NSW,Black 9H,Male,132,36,36,4,8,4,7,4,9,4,1,3,2,5,3,4,4,3,5,5,6,,,,,,,,,,,,,,,,,,
The Ridge,NSW,Blue 9H,Male,129,35,36,4,8,4,7,4,9,4,1,3,2,5,3,4,4,3,5,5,6,,,,,,,,,,,,,,,,,,
The Ridge,NSW,Yellow 9H,Male,126,34.5,36,4,8,4,7,4,9,4,1,3,2,5,3,4,4,3,5,5,6,,,,,,,,,,,,,,,,,,
The Ridge,NSW,Red 9H,Female,126,36,36,4,7,4,4,4,9,4,1,3,8,5,3,4,5,3,6,5,2,,,,,,,,,,,,,,,,,,
Ballina Golf Club,NSW,Blue,Male,128,72,72,5,12,4,6,4,8,5,2,3,18,5,14,4,4,4,16,3,10,4,7,4,9,3,15,4,13,3,5,4,3,4,1,5,17,4,11
Ballina Golf Club,NSW,Blue,Female,137,77.1,72,5,7,4,11,4,3,5,5,3,17,5,1,4,9,4,13,3,15,4,2,4,10,3,16,4,18,3,6,4,12,4,8,5,14,4,4
Ballina Golf Club,NSW,White,Male,121,71,72,5,12,4,6,4,8,5,2,3,18,5,14,4,4,4,16,3,10,4,7,4,9,3,15,4,13,3,5,4,3,4,1,5,17,4,11
Ballina Golf Club,NSW,White,Female,134,75.7,72,5,7,4,11,4,3,5,5,3,17,5,1,4,9,4,13,3,15,4,2,4,10,3,16,4,18,3,6,4,12,4,8,5,14,4,4
Ballina Golf Club,NSW,Red,Male,122,71,72,5,12,4,6,4,8,5,2,3,18,5,14,4,4,4,16,3,10,4,7,4,9,3,15,4,13,3,5,4,3,4,1,5,17,4,11
Ballina Golf Club,NSW,Red,Female,123,73,72,5,7,4,11,4,3,5,5,3,17,5,1,4,9,4,13,3,15,4,2,4,10,3,16,4,18,3,6,4,12,4,8,5,14,4,4
Woodburn-Evans Head Golf Club,NSW,White,Male,117,69,71,5,13,3,3,4,15,4,11,3,7,5,5,4,1,5,17,3,9,5,14,3,2,4,18,4,12,3,16,5,6,4,8,4,10,3,4
Woodburn-Evans Head Golf Club,NSW,Red,Female,116,71,71,5,13,3,3,4,15,4,11,3,7,5,5,4,1,5,17,3,9,5,14,3,2,4,18,4,12,3,16,5,6,4,8,4,10,3,4
Iluka Golf Club,NSW,White,Male,123,71.7,70,3,6,4,14,4,2,5,18,4,12,3,10,4,8,3,3,5,15,3,1,4,9,4,5,5,17,4,16,3,7,4,13,3,4,5,11
Iluka Golf Club,NSW,White,Female,128,73.1,70,3,6,4,14,4,2,5,18,4,12,3,10,4,8,3,3,5,15,3,1,4,9,4,5,5,17,4,16,3,7,4,13,3,4,5,11
Iluka Golf Club,NSW,Red,Male,121,70.3,70,3,6,4,14,4,2,5,18,4,12,3,10,4,8,3,3,5,15,3,1,4,9,4,5,5,17,4,16,3,7,4,13,3,4,5,11
Iluka Golf Club,NSW,Red,Female,125,71.5,70,3,6,4,14,4,2,5,18,4,12,3,10,4,8,3,3,5,15,3,1,4,9,4,5,5,17,4,16,3,7,4,13,3,4,5,11
Iluka Golf Club,NSW,White,Male,123,71.7,70,3,6,4,14,4,2,5,18,4,12,3,10,4,8,3,3,5,15,3,1,4,9,4,5,5,17,4,16,3,7,4,13,3,4,5,11
Iluka Golf Club,NSW,White,Female,128,73.1,70,3,6,4,14,4,2,5,18,4,12,3,10,4,8,3,3,5,15,3,1,4,9,4,5,5,17,4,16,3,7,4,13,3,4,5,11
Iluka Golf Club,NSW,Red,Male,121,70.3,70,3,6,4,14,4,2,5,18,4,12,3,10,4,8,3,3,5,15,3,1,4,9,4,5,5,17,4,16,3,7,4,13,3,4,5,11
Iluka Golf Club,NSW,Red,Female,125,71.5,70,3,6,4,14,4,2,5,18,4,12,3,10,4,8,3,3,5,15,3,1,4,9,4,5,5,17,4,16,3,7,4,13,3,4,5,11
Yamba Golf & Country Club,NSW,Men,Male,134,72,72,5,11,4,15,3,9,4,17,4,5,4,3,4,1,5,13,3,7,3,18,4,2,3,16,5,10,5,14,4,8,4,6,3,12,5,4
Cronulla Golf Club,NSW,Black,Male,131,71,70,4,12,4,10,5,2,4,6,3,16,4,14,3,18,4,4,4,8,4,7,4,5,4,11,4,1,4,3,3,15,5,9,4,13,3,17
Cronulla Golf Club,NSW,Black,Female,133,75.5,70,4,0,4,0,5,0,4,0,3,0,4,0,3,0,4,0,4,0,4,0,4,0,4,0,4,0,4,0,3,0,5,0,4,0,3,0
Cronulla Golf Club,NSW,Blue,Male,126,70,70,4,12,4,10,5,2,4,6,3,16,4,14,3,18,4,4,4,8,4,7,4,5,4,11,4,1,4,3,3,15,5,9,4,13,3,17
Cronulla Golf Club,NSW,Blue,Female,131,74.6,70,4,0,4,0,5,0,4,0,3,0,4,0,3,0,4,0,4,0,4,0,4,0,4,0,4,0,4,0,3,0,5,0,4,0,3,0
Cronulla Golf Club,NSW,White,Male,124,69,70,4,12,4,10,5,2,4,6,3,16,4,14,3,18,4,4,4,8,4,7,4,5,4,11,4,1,4,3,3,15,5,9,4,13,3,17
Cronulla Golf Club,NSW,White,Female,130,76,70,4,0,4,0,5,0,4,0,3,0,4,0,3,0,4,0,4,0,4,0,4,0,4,0,4,0,4,0,3,0,5,0,4,0,3,0
Cronulla Golf Club,NSW,Red,Male,123,71.6,70,4,12,4,10,5,2,4,6,3,16,4,14,3,18,4,4,4,8,4,7,4,5,4,11,4,1,4,3,3,15,5,9,4,13,3,17
Cronulla Golf Club,NSW,Red,Female,124,73,70,4,0,4,0,5,0,4,0,3,0,4,0,3,0,4,0,4,0,4,0,4,0,4,0,4,0,4,0,3,0,5,0,4,0,3,0
Cronulla Golf Club,NSW,Gold,Male,119,67,70,4,12,4,10,5,2,4,6,3,16,4,14,3,18,4,4,4,8,4,7,4,5,4,11,4,1,4,3,3,15,5,9,4,13,3,17
Cronulla Golf Club,NSW,Gold,Female,120,70,70,4,0,4,0,5,0,4,0,3,0,4,0,3,0,4,0,4,0,4,0,4,0,4,0,4,0,4,0,3,0,5,0,4,0,3,0
Bonnie Doon Golf Club,NSW,Blue,Male,134,71.8,71,4,8,4,12,4,6,4,2,4,4,3,10,5,16,4,14,5,18,4,1,3,9,4,15,3,11,5,3,3,17,4,13,4,7,4,5
Bonnie Doon Golf Club,NSW,Blue,Female,135,76.2,71,4,8,4,12,4,6,4,2,4,4,3,10,5,16,4,14,5,18,4,1,3,9,4,15,3,11,5,3,3,17,4,13,4,7,4,5
Bonnie Doon Golf Club,NSW,White,Male,129,71,71,4,8,4,12,4,6,4,2,4,4,3,10,5,16,4,14,5,18,4,1,3,9,4,15,3,11,5,3,3,17,4,13,4,7,4,5
Bonnie Doon Golf Club,NSW,White,Female,135,78,71,4,8,4,12,4,6,4,2,4,4,3,10,5,16,4,14,5,18,4,1,3,9,4,15,3,11,5,3,3,17,4,13,4,7,4,5
Bonnie Doon Golf Club,NSW,Gold,Male,119,64,71,4,8,4,12,4,6,4,2,4,4,3,10,5,16,4,14,5,18,4,1,3,9,4,15,3,11,5,3,3,17,4,13,4,7,4,5
Bonnie Doon Golf Club,NSW,Gold,Female,128,70,71,4,8,4,12,4,6,4,2,4,4,3,10,5,16,4,14,5,18,4,1,3,9,4,15,3,11,5,3,3,17,4,13,4,7,4,5
Bonnie Doon Golf Club,NSW,Red,Male,118,69.1,71,4,8,4,12,4,6,4,2,4,4,3,10,5,16,4,14,5,18,4,1,3,9,4,15,3,11,5,3,3,17,4,13,4,7,4,5
Bonnie Doon Golf Club,NSW,Red,Female,129,75,71,4,8,4,12,4,6,4,2,4,4,3,10,5,16,4,14,5,18,4,1,3,9,4,15,3,11,5,3,3,17,4,13,4,7,4,5
Hurstville Golf Club,NSW,Blue,Male,123,69,70,4,16,3,17,3,13,4,6,4,10,5,5,3,15,4,1,3,8,4,14,3,18,5,11,3,4,4,7,4,2,5,12,5,3,4,9
Hurstville Golf Club,NSW,Blue,Female,126,73,70,4,16,3,17,3,13,4,6,4,10,5,5,3,15,4,1,3,8,4,14,3,18,5,11,3,4,4,7,4,2,5,12,5,3,4,9
Hurstville Golf Club,NSW,Red,Male,115,66,70,4,16,3,17,3,13,4,6,4,10,5,5,3,15,4,1,3,8,4,14,3,18,5,11,3,4,4,7,4,2,5,12,5,3,4,9
Hurstville Golf Club,NSW,Red,Female,116,70,70,4,16,3,17,3,13,4,6,4,10,5,5,3,15,4,1,3,8,4,14,3,18,5,11,3,4,4,7,4,2,5,12,5,3,4,9
Kogarah Golf Club,NSW,Yellow,Male,128,71.6,68,4,7,4,4,5,17,4,8,3,9,3,10,4,16,3,15,4,1,3,13,4,3,3,14,3,11,4,5,4,2,4,12,4,6,5,18
Kogarah Golf Club,NSW,Yellow,Female,128,73.2,68,4,7,4,4,5,17,4,8,3,9,3,10,4,16,3,15,4,1,3,13,4,3,3,14,3,11,4,5,4,2,4,12,4,6,5,18
Kogarah Golf Club,NSW,Blue,Male,125,70.7,68,4,7,4,4,5,17,4,8,3,9,3,10,4,16,3,15,4,1,3,13,4,3,3,14,3,11,4,5,4,2,4,12,4,6,5,18
Kogarah Golf Club,NSW,Blue,Female,128,73.2,68,4,7,4,4,5,17,4,8,3,9,3,10,4,16,3,15,4,1,3,13,4,3,3,14,3,11,4,5,4,2,4,12,4,6,5,18
Kogarah Golf Club,NSW,Red,Male,121,69,68,4,7,4,4,5,17,4,8,3,9,3,10,4,16,3,15,4,1,3,13,4,3,3,14,3,11,4,5,4,2,4,12,4,6,5,18
Kogarah Golf Club,NSW,Red,Female,128,74.7,68,4,7,4,4,5,17,4,8,3,9,3,10,4,16,3,15,4,1,3,13,4,3,3,14,3,11,4,5,4,2,4,12,4,6,5,18
NSW Golf Club,NSW,Blue,Male,135,73.7,72,4,18,3,4,4,6,4,10,5,16,3,8,4,2,5,12,4,14,4,9,3,17,5,15,4,5,4,7,4,1,4,3,3,11,5,13
NSW Golf Club,NSW,Blue,Female,139,78.2,72,4,18,3,4,4,6,4,10,5,16,3,8,4,2,5,12,4,14,4,9,3,17,5,15,4,5,4,7,4,1,4,3,3,11,5,13
NSW Golf Club,NSW,White,Male,132,72.2,72,4,18,3,4,4,6,4,10,5,16,3,8,4,2,5,12,4,14,4,9,3,17,5,15,4,5,4,7,4,1,4,3,3,11,5,13
NSW Golf Club,NSW,White,Female,136,76.5,72,4,18,3,4,4,6,4,10,5,16,3,8,4,2,5,12,4,14,4,9,3,17,5,15,4,5,4,7,4,1,4,3,3,11,5,13
NSW Golf Club,NSW,Red,Male,125,72.6,72,4,18,3,4,4,6,4,10,5,16,3,8,4,2,5,12,4,14,4,9,3,17,5,15,4,5,4,7,4,1,4,3,3,11,5,13
NSW Golf Club,NSW,Red,Female,138,76.4,72,4,18,3,4,4,6,4,10,5,16,3,8,4,2,5,12,4,14,4,9,3,17,5,15,4,5,4,7,4,1,4,3,3,11,5,13
Moore Park Golf Club,NSW,Blue,Male,116,70.1,70,4,3,3,18,4,10,5,2,3,12,5,16,3,6,4,7,4,14,3,4,5,13,4,9,3,5,4,8,3,11,5,17,4,15,4,1
Moore Park Golf Club,NSW,Blue,Female,134,75.6,70,4,3,3,18,4,10,5,2,3,12,5,16,3,6,4,7,4,14,3,4,5,13,4,9,3,5,4,8,3,11,5,17,4,15,4,1
Moore Park Golf Club,NSW,White,Male,114,69.2,70,4,3,3,18,4,10,5,2,3,12,5,16,3,6,4,7,4,14,3,4,5,13,4,9,3,5,4,8,3,11,5,17,4,15,4,1
Moore Park Golf Club,NSW,White,Female,131,74.2,70,4,3,3,18,4,10,5,2,3,12,5,16,3,6,4,7,4,14,3,4,5,13,4,9,3,5,4,8,3,11,5,17,4,15,4,1
Moore Park Golf Club,NSW,Yellow,Male,107,66.5,70,4,3,3,18,4,10,5,2,3,12,5,16,3,6,4,7,4,14,3,4,5,13,4,9,3,5,4,8,3,11,5,17,4,15,4,1
Moore Park Golf Club,NSW,Yellow,Female,127,72.8,70,4,3,3,18,4,10,5,2,3,12,5,16,3,6,4,7,4,14,3,4,5,13,4,9,3,5,4,8,3,11,5,17,4,15,4,1
Moore Park Golf Club,NSW,Red,Male,120,69.8,70,4,3,3,18,4,10,5,2,3,12,5,16,3,6,4,7,4,14,3,4,5,13,4,9,3,5,4,8,3,11,5,17,4,15,4,1
Moore Park Golf Club,NSW,Red,Female,116,71.5,70,4,3,3,18,4,10,5,2,3,12,5,16,3,6,4,7,4,14,3,4,5,13,4,9,3,5,4,8,3,11,5,17,4,15,4,1
St Michael's Golf Club,NSW,Blue,Male,138,75,72,4,1,4,4,3,10,4,8,3,6,5,16,5,14,4,12,4,18,4,7,4,3,3,13,5,15,4,17,3,11,4,5,5,2,4,9
St Michael's Golf Club,NSW,Blue,Female,143,81,72,4,1,4,4,3,10,4,8,3,6,5,16,5,14,4,12,4,18,4,7,4,3,3,13,5,15,4,17,3,11,4,5,5,2,4,9
St Michael's Golf Club,NSW,White,Male,133,72,72,4,1,4,4,3,10,4,8,3,6,5,16,5,14,4,12,4,18,4,7,4,3,3,13,5,15,4,17,3,11,4,5,5,2,4,9
St Michael's Golf Club,NSW,White,Female,139,79,72,4,1,4,4,3,10,4,8,3,6,5,16,5,14,4,12,4,18,4,7,4,3,3,13,5,15,4,17,3,11,4,5,5,2,4,9
St Michael's Golf Club,NSW,Red,Male,125,69.3,72,4,1,4,4,3,10,4,8,3,6,5,16,5,14,4,12,4,18,4,7,4,3,3,13,5,15,4,17,3,11,4,5,5,2,4,9
St Michael's Golf Club,NSW,Red,Female,131,76,72,4,1,4,4,3,10,4,8,3,6,5,16,5,14,4,12,4,18,4,7,4,3,3,13,5,15,4,17,3,11,4,5,5,2,4,9
St Michael's Golf Club,NSW,Gold,Male,125,69,72,4,1,4,4,3,10,4,8,3,6,5,16,5,14,4,12,4,18,4,7,4,3,3,13,5,15,4,17,3,11,4,5,5,2,4,9
St Michael's Golf Club,NSW,Gold,Female,132,75,72,4,1,4,4,3,10,4,8,3,6,5,16,5,14,4,12,4,18,4,7,4,3,3,13,5,15,4,17,3,11,4,5,5,2,4,9
Long Reef Golf Club,NSW,Black,Male,128,72,71,5,9,3,12,4,16,4,6,4,3,4,18,3,8,4,15,5,17,3,1,4,11,4,10,3,14,4,5,5,13,4,4,4,2,4,7
Long Reef Golf Club,NSW,Black,Female,133,77,71,5,9,3,12,4,16,4,6,4,3,4,18,3,8,4,15,5,17,3,1,4,11,4,10,3,14,4,5,5,13,4,4,4,2,4,7
Long Reef Golf Club,NSW,Blue,Male,125,71,71,5,9,3,12,4,16,4,6,4,3,4,18,3,8,4,15,5,17,3,1,4,11,4,10,3,14,4,5,5,13,4,4,4,2,4,7
Long Reef Golf Club,NSW,Blue,Female,128,75,71,5,9,3,12,4,16,4,6,4,3,4,18,3,8,4,15,5,17,3,1,4,11,4,10,3,14,4,5,5,13,4,4,4,2,4,7
Long Reef Golf Club,NSW,White,Male,123,69,71,5,9,3,12,4,16,4,6,4,3,4,18,3,8,4,15,5,17,3,1,4,11,4,10,3,14,4,5,5,13,4,4,4,2,4,7
Long Reef Golf Club,NSW,White,Female,124,73,71,5,9,3,12,4,16,4,6,4,3,4,18,3,8,4,15,5,17,3,1,4,11,4,10,3,14,4,5,5,13,4,4,4,2,4,7
Long Reef Golf Club,NSW,Red,Male,118,69.1,71,5,9,3,12,4,16,4,6,4,3,4,18,3,8,4,15,5,17,3,1,4,11,4,10,3,14,4,5,5,13,4,4,4,2,4,7
Long Reef Golf Club,NSW,Red,Female,134,75.5,71,5,9,3,12,4,16,4,6,4,3,4,18,3,8,4,15,5,17,3,1,4,11,4,10,3,14,4,5,5,13,4,4,4,2,4,7
Long Reef Golf Club,NSW,Gold,Male,120,68.1,71,5,9,3,12,4,16,4,6,4,3,4,18,3,8,4,15,5,17,3,1,4,11,4,10,3,14,4,5,5,13,4,4,4,2,4,7
Long Reef Golf Club,NSW,Gold,Female,129,73.3,71,5,9,3,12,4,16,4,6,4,3,4,18,3,8,4,15,5,17,3,1,4,11,4,10,3,14,4,5,5,13,4,4,4,2,4,7
Mona Vale Golf Club,NSW,Blue,Male,131,71,72,5,5,3,11,5,7,4,9,5,1,3,13,4,17,3,15,4,3,4,10,5,6,4,14,5,4,3,16,4,2,3,18,4,8,4,12
Mona Vale Golf Club,NSW,Blue,Female,130,74.2,72,5,5,3,11,5,7,4,9,5,1,3,13,4,17,3,15,4,3,4,10,5,6,4,14,5,4,3,16,4,2,3,18,4,8,4,12
Mona Vale Golf Club,NSW,White,Male,130,70,72,5,5,3,11,5,7,4,9,5,1,3,13,4,17,3,15,4,3,4,10,5,6,4,14,5,4,3,16,4,2,3,18,4,8,4,12
Mona Vale Golf Club,NSW,White,Female,135,78,72,5,5,3,11,5,7,4,9,5,1,3,13,4,17,3,15,4,3,4,10,5,6,4,14,5,4,3,16,4,2,3,18,4,8,4,12
Mona Vale Golf Club,NSW,Yellow,Male,124,68,72,5,5,3,11,5,7,4,9,5,1,3,13,4,17,3,15,4,3,4,10,5,6,4,14,5,4,3,16,4,2,3,18,4,8,4,12
Mona Vale Golf Club,NSW,Yellow,Female,124,71.4,72,5,5,3,11,5,7,4,9,5,1,3,13,4,17,3,15,4,3,4,10,5,6,4,14,5,4,3,16,4,2,3,18,4,8,4,12
Mona Vale Golf Club,NSW,Red,Male,118,69,72,5,5,3,11,5,7,4,9,5,1,3,13,4,17,3,15,4,3,4,10,5,6,4,14,5,4,3,16,4,2,3,18,4,8,4,12
Mona Vale Golf Club,NSW,Red,Female,130,75,72,5,5,3,11,5,7,4,9,5,1,3,13,4,17,3,15,4,3,4,10,5,6,4,14,5,4,3,16,4,2,3,18,4,8,4,12
Manly Golf Club,NSW,Blue,Male,141,72,71,4,13,5,3,5,15,3,7,4,11,4,1,3,5,4,17,4,9,4,10,3,6,4,14,4,2,4,12,3,16,4,18,5,4,4,8
Manly Golf Club,NSW,Blue,Female,135,76.1,71,4,0,5,0,5,0,3,0,4,0,4,0,3,0,4,0,4,0,4,0,3,0,4,0,4,0,4,0,3,0,4,0,5,0,4,0
Manly Golf Club,NSW,White,Male,130,71,71,4,13,5,3,5,15,3,7,4,11,4,1,3,5,4,17,4,9,4,10,3,6,4,14,4,2,4,12,3,16,4,18,5,4,4,8
Manly Golf Club,NSW,White,Female,138,77,71,4,0,5,0,5,0,3,0,4,0,4,0,3,0,4,0,4,0,4,0,3,0,4,0,4,0,4,0,3,0,4,0,5,0,4,0
Manly Golf Club,NSW,Red,Male,130,69,71,4,13,5,3,5,15,3,7,4,11,4,1,3,5,4,17,4,9,4,10,3,6,4,14,4,2,4,12,3,16,4,18,5,4,4,8
Manly Golf Club,NSW,Red,Female,131,75,71,4,0,5,0,5,0,3,0,4,0,4,0,3,0,4,0,4,0,4,0,3,0,4,0,4,0,4,0,3,0,4,0,5,0,4,0
Manly Golf Club,NSW,Yellow,Male,117,65.8,71,4,13,5,3,5,15,3,7,4,11,4,1,3,5,4,17,4,9,4,10,3,6,4,14,4,2,4,12,3,16,4,18,5,4,4,8
Manly Golf Club,NSW,Yellow,Female,118,70.2,71,4,0,5,0,5,0,3,0,4,0,4,0,3,0,4,0,4,0,4,0,3,0,4,0,4,0,4,0,3,0,4,0,5,0,4,0
Pymble Golf Club,NSW,Blue,Male,129,72,72,5,17,5,7,3,13,4,5,4,1,4,12,5,16,3,11,4,3,4,6,3,18,5,10,4,14,5,9,3,8,4,2,4,4,3,15
Pymble Golf Club,NSW,Blue,Female,137,77,72,5,11,5,1,3,13,4,15,4,4,4,8,5,6,3,17,4,2,4,16,3,18,5,9,4,10,5,7,3,12,4,3,4,5,3,14
Pymble Golf Club,NSW,Red,Male,124,70,72,5,17,5,7,3,13,4,5,4,1,4,12,5,16,3,11,4,3,4,6,3,18,5,10,4,14,5,9,3,8,4,2,4,4,3,15
Pymble Golf Club,NSW,Red,Female,129,74,72,5,11,5,1,3,13,4,15,4,4,4,8,5,6,3,17,4,2,4,16,3,18,5,9,4,10,5,7,3,12,4,3,4,5,3,14
Killara Golf Club,NSW,Blue,Male,126,72.7,72,5,7,3,15,4,14,4,9,4,13,4,6,4,5,3,3,5,16,5,12,4,8,5,11,4,17,3,18,4,2,4,1,3,10,4,4
Killara Golf Club,NSW,White,Male,124,71.2,72,5,7,3,15,4,14,4,9,4,13,4,6,4,5,3,3,5,16,5,12,4,8,5,11,4,17,3,18,4,2,4,1,3,10,4,4
Killara Golf Club,NSW,Red,Female,127,74.6,74,5,1,4,18,4,13,4,7,4,8,4,6,4,9,3,14,5,5,5,4,4,12,5,3,4,11,4,17,4,10,4,15,3,16,4,2
Killara Golf Club,NSW,Green,Female,126,73.2,73,5,1,3,18,4,13,4,7,4,8,4,6,4,9,4,14,5,5,5,4,4,12,5,3,4,11,3,17,4,10,4,15,3,16,4,2
Killara Golf Club,NSW,Yellow,Female,115,67.7,72,5,1,3,18,4,13,4,7,4,8,4,6,4,9,3,14,5,5,5,4,4,12,5,3,4,11,3,17,4,10,4,15,3,16,4,2
The Australian Golf Club,NSW,Black,Male,142,76,72,5,18,3,14,4,8,3,16,5,12,4,6,4,10,4,2,4,3,4,4,3,15,4,9,4,7,5,13,3,11,4,1,4,5,5,17
The Australian Golf Club,NSW,Blue,Male,134,74,72,5,18,3,14,4,8,3,16,5,12,4,6,4,10,4,2,4,3,4,4,3,15,4,9,4,7,5,13,3,11,4,1,4,5,5,17
The Australian Golf Club,NSW,White,Male,126,73,72,5,18,3,14,4,8,3,16,5,12,4,6,4,10,4,2,4,3,4,4,3,15,4,9,4,7,5,13,3,11,4,1,4,5,5,17
The Australian Golf Club,NSW,White,Female,132,81,72,5,18,3,14,4,8,3,16,5,12,4,6,4,10,4,2,4,3,4,4,3,15,4,9,4,7,5,13,3,11,4,1,4,5,5,17
The Australian Golf Club,NSW,Red,Male,124,72.3,72,5,18,3,14,4,8,3,16,5,12,4,6,4,10,4,2,4,3,4,4,3,15,4,9,4,7,5,13,3,11,4,1,4,5,5,17
The Australian Golf Club,NSW,Red,Female,124,77,72,5,18,3,14,4,8,3,16,5,12,4,6,4,10,4,2,4,3,4,4,3,15,4,9,4,7,5,13,3,11,4,1,4,5,5,17
Royal Sydney Golf Club,NSW,Men,Male,131,72,72,4,16,5,8,3,14,4,2,4,4,3,18,5,6,4,12,4,10,4,7,4,3,4,9,5,17,3,13,4,1,5,15,3,5,4,11
Royal Sydney Golf Club,NSW,Men,Female,137,77.1,72,4,16,5,8,3,14,4,2,4,4,3,18,5,6,4,12,4,10,4,7,4,3,4,9,5,17,3,13,4,1,5,15,3,5,4,11
Royal Sydney Golf Club,NSW,Women,Male,122,71.2,72,4,16,5,8,3,14,4,2,4,4,3,18,5,6,4,12,4,10,4,7,4,3,4,9,5,17,3,13,4,1,5,15,3,5,4,11
Royal Sydney Golf Club,NSW,Women,Female,139,74,72,4,16,5,8,3,14,4,2,4,4,3,18,5,6,4,12,4,10,4,7,4,3,4,9,5,17,3,13,4,1,5,15,3,5,4,11
Concord Golf Club,NSW,White,Male,127,72,71,4,15,4,10,4,2,3,17,4,14,3,8,4,3,5,12,4,6,4,4,5,11,4,5,4,18,3,16,5,13,3,9,4,1,4,7
